pincode,state,district,district_tamil,taluk,taluk_count,district_ambiguous,post_office,lat,lon
628904,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,2,yes,Nagalapuram S.O (Tuticorin),9.2693,78.0612
628905,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,2,yes,Pudur S.O,9.2538,78.2292
628906,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,1,yes,Vembar S.O,9.0688,78.3341
628907,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,1,yes,Vilathikulam S.O,9.0029,78.1156
628908,TN,Thoothukkudi,தூத்துக்குடி,Ettayapuram,1,yes,Kilairal S.O,9.0012,77.9364
628952,TN,Thoothukkudi,தூத்துக்குடி,Kayathar,1,yes,Kayathar S.O,8.9323,77.7202
629001,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Nagercoil H.O,8.2100,77.4300
629002,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Kottar S.O,8.1600,77.4500
629003,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Vetturnimadam S.O,8.1900,77.4000
629004,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Nagercoil Industrial Estate S.O,8.1500,77.3900
629101,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Kaliyal S.O,8.4600,77.2500
629102,TN,Kanniyakumari,கன்னியாகுமரி,Thiruvattar,1,no,Kodayarkilthangal S.O,8.5161,77.3161
629151,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Arumanai S.O,8.3673,77.2420
629152,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Idaikkode S.O,8.3800,77.2000
629153,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,2,no,Kaliakkavilai S.O,8.2300,77.4800
629154,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Kanjampuram S.O,8.2700,77.1400
629155,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Kanjiracode S.O,8.2948,77.2472
629156,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Kappiyarai S.O,8.2376,77.2571
629157,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Karinkal S.O,8.2500,77.2200
629158,TN,Kanniyakumari,கன்னியாகுமரி,Thiruvattar,2,no,Kattathurai S.O,8.2900,77.2600
629159,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Palapalam S.O,8.1900,77.2500
629160,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Kollangodu S.O,8.3000,77.1300
629161,TN,Kanniyakumari,கன்னியாகுமரி,Thiruvattar,1,no,Kulasekharam S.O,8.3600,77.3300
629162,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Kappukadu S.O,8.2997,77.2033
629163,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Kuzhithurai West S.O,8.1300,77.3000
629164,TN,Kanniyakumari,கன்னியாகுமரி,Thiruvattar,2,no,Manalikarai S.O,8.2900,77.3000
629165,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Marthandam Bridge S.O,8.3000,77.2200
629166,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Mekkamandapam S.O,8.3000,77.2900
629167,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Mulagumoodu S.O,8.2500,77.2900
629168,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Pacode S.O,8.3500,77.2200
629169,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Palliyadi S.O,8.2733,77.2493
629170,TN,Kanniyakumari,கன்னியாகுமரி,Vilavancode,1,no,Palukal S.O,8.3900,77.1500
629171,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Pudukadai S.O,8.2800,77.2200
629172,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,S.T.Mankad S.O,8.2931,77.1696
629173,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Thengapattanam S.O,8.2600,77.1700
629174,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Thiruvithancode S.O,8.2395,77.3010
629175,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Thuckalay H.O,8.2600,77.3100
629176,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Thuthur S.O,8.2600,77.1500
629177,TN,Kanniyakumari,கன்னியாகுமரி,Thiruvattar,1,no,Tiruvattar S.O,8.3200,77.2900
629178,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Udayamarthandam S.O,8.2067,77.2165
629179,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Unnamalakada S.O,8.3079,77.2404
629180,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Villukuri S.O,8.1900,77.4000
629193,TN,Kanniyakumari,கன்னியாகுமரி,Killiyoor,1,no,Keezhkulam S.O,8.2220,77.1800
629201,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Asaripallam S.O,8.1600,77.3600
629202,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Muttom S.O,8.1300,77.3400
629203,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Friday Market S.O,8.1516,77.3368
629204,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Ammandivilai S.O,8.1700,77.3200
629251,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Colachel S.O,8.1800,77.2700
629252,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Manavalakurichi S.O,8.1300,77.5300
629301,TN,Kanniyakumari,கன்னியாகுமரி,Thovala,1,no,Aralvaymoli S.O,8.7989,77.5214
629302,TN,Kanniyakumari,கன்னியாகுமரி,Thovala,2,no,Thovalai S.O,8.2100,77.4700
629401,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Azhakappapuram S.O,8.1400,77.5600
629402,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Marungoor S.O,8.1700,77.5000
629403,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Mayiladi S.O,8.1500,77.4900
629501,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Eathamozhi S.O,8.1400,77.4200
629502,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Ganapathipuram S.O,8.1317,77.3573
629601,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Parakkai S.O,8.1000,77.4400
629602,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Puthalam S.O,8.1077,77.4650
629701,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Agasteeswaram S.O,8.1300,77.4800
629702,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Kanniyakumari S.O,8.0800,77.5300
629703,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Kottaram S.O,8.1300,77.5100
629704,TN,Kanniyakumari,கன்னியாகுமரி,Agastheeswaram,1,no,Suchindrum S.O,8.1800,77.4800
629801,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Aloor S.O,8.2000,77.3600
629802,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Neyyoor S.O,8.2200,77.3200
629803,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Neyyoor West S.O,8.1900,77.2700
629804,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,2,no,Thickanamcode S.O,8.2000,77.2900
629809,TN,Kanniyakumari,கன்னியாகுமரி,,0,no,Karankad S.O,7.1000,8.2000
629810,TN,Kanniyakumari,கன்னியாகுமரி,Kalkulam,1,no,Kandanvilai S.O,8.2061,77.3264
629851,TN,Kanniyakumari,கன்னியாகுமரி,Thovala,1,yes,Azhakiapandipuram S.O,8.4400,77.4100
629852,TN,Kanniyakumari,கன்னியாகுமரி,Thovala,1,no,Bhoothapandy S.O,8.2700,77.4400
629901,TN,Kanniyakumari,கன்னியாகுமரி,Thovala,2,no,Thazhakudy S.O,8.2100,77.4500
630001,TN,Sivaganga,சிவகங்கை,,0,no,Karaikudi H.O,10.0717,78.7656
630002,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Karaikudi Southstreet S.O,10.0627,78.7724
630003,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Alagappapuram S.O,10.0780,78.7832
630005,TN,Sivaganga,சிவகங்கை,,0,no,Devakottai Road S.O,10.0381,78.7840
630101,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Attangudi S.O,10.1585,78.7255
630102,TN,Sivaganga,சிவகங்கை,,0,no,Chettinad S.O,10.1612,78.7764
630103,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Kanadukathan S.O,10.1851,78.7678
630104,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Kandanur S.O,10.1046,78.8217
630105,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Kothamangalam S.O (Sivaganga),10.1972,78.8077
630106,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Kottaiyur S.O,10.1104,78.8130
630107,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Pallattur S.O,10.1490,78.8019
630108,TN,Sivaganga,சிவகங்கை,Karaikkudi,2,no,Puduvayal S.O,10.0957,78.8544
630201,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,A.Thekkur S.O,10.1891,78.5289
630202,TN,Sivaganga,சிவகங்கை,Karaikkudi,2,no,Ariyakudi S.O,10.0242,78.8221
630203,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Kandavarayanpatti So,10.1900,78.6000
630204,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Kandramanickam So,10.0500,78.6500
630205,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Kilasevalpatti S.O,10.2156,78.6463
630206,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Kunnakudi S.O,10.1167,78.6975
630207,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Nachiapuram S.O,10.0758,78.6580
630208,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,O.Siruvayal S.O,10.1355,78.7233
630210,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Tirukoshtiyur So,10.0800,78.5400
630211,TN,Sivaganga,சிவகங்கை,Thiruppathur,2,no,Tirupattur So,10.1900,78.3600
630212,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Viramathi S.O,10.1808,78.6658
630301,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Amaravathipudur S.O,10.0219,78.7709
630302,TN,Sivaganga,சிவகங்கை,Devakottai,1,no,Devakottai H.O,9.9482,78.8166
630303,TN,Sivaganga,சிவகங்கை,Devakottai,1,no,Devakottai Extension S.O,9.9647,78.9479
630305,TN,Sivaganga,சிவகங்கை,Karaikkudi,3,no,Kallal So,10.1100,78.6600
630306,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Kallupatti S.O (Sivaganga),9.9790,78.7397
630307,TN,Sivaganga,சிவகங்கை,Karaikkudi,2,no,Managiri S.O,10.0817,78.7458
630309,TN,Sivaganga,சிவகங்கை,Singampunari,1,no,Pulidipatti S.O,10.3862,78.4619
630311,TN,Sivaganga,சிவகங்கை,Devakottai,2,no,Periyakarai S.O,9.9265,78.7244
630312,TN,Sivaganga,சிவகங்கை,Devakottai,2,yes,Puliyal S.O,9.8680,78.8896
630313,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,3,no,Sembanur So,10.0100,78.5800
630314,TN,Sivaganga,சிவகங்கை,Devakottai,2,no,Shanmuganathapuram S.O,9.9957,78.8188
630321,TN,Sivaganga,சிவகங்கை,Karaikkudi,1,no,Vethiyur So,9.8100,78.6800
630405,TN,Sivaganga,சிவகங்கை,Thiruppathur,1,no,Nerkuppai S.O,10.2383,78.5724
630408,TN,Sivaganga,சிவகங்கை,Devakottai,1,no,Tiruvegampet So,9.8000,78.7600
630410,TN,Sivaganga,சிவகங்கை,Singampunari,1,no,Ulagampatti S.O,10.3306,78.4563
630411,TN,Sivaganga,சிவகங்கை,Devakottai,1,no,Sarakeni So,9.8700,78.7300
630501,TN,Sivaganga,சிவகங்கை,Singampunari,1,no,Cvmangalam S.O,10.1449,78.4512
630502,TN,Sivaganga,சிவகங்கை,Singampunari,1,no,Singampunari S.O,10.2258,78.4179
630551,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,1,no,Kalayarkoil So,9.8500,78.6500
630552,TN,Sivaganga,சிவகங்கை,Sivaganga,1,no,Kilapungudi So,9.9300,78.4500
630553,TN,Sivaganga,சிவகங்கை,Sivaganga,2,no,Madagupatti So,10.0300,78.4700
630554,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,1,no,Mangalam So Sivaganga,9.7700,78.7100
630555,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,1,no,Natarajapuram So Sivaganga,9.9200,78.6400
630556,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,4,no,Nattarasankottai So,9.8200,78.7200
630557,TN,Sivaganga,சிவகங்கை,Sivaganga,1,no,Okkur So,9.9200,78.4900
630558,TN,Sivaganga,சிவகங்கை,Sivaganga,2,no,Paganeri So,9.8536,78.4874
630559,TN,Sivaganga,சிவகங்கை,Sivaganga,4,no,Periakottai So,9.8000,78.3900
630561,TN,Sivaganga,சிவகங்கை,Sivaganga,2,no,Sivaganga Ho,9.8488,78.4901
630562,TN,Sivaganga,சிவகங்கை,Sivaganga,4,no,Sivaganga Collectorate So,9.8400,78.3100
630566,TN,Sivaganga,சிவகங்கை,,0,no,Eriyur So,10.0300,78.5400
630602,TN,Sivaganga,சிவகங்கை,Manamadurai,2,no,Idaikattur So,9.7592,78.3886
630606,TN,Sivaganga,சிவகங்கை,Manamadurai,1,no,Manamadurai Ho,9.6800,78.4600
630609,TN,Sivaganga,சிவகங்கை,Manamadurai,1,no,Rajagambiram So,9.6800,78.3900
630610,TN,Sivaganga,சிவகங்கை,Thiruppuvanam,3,yes,Tiruppachetti So,9.6500,78.7500
630611,TN,Sivaganga,சிவகங்கை,Thiruppuvanam,3,yes,Tiruppuvanam So,9.6900,78.2300
630612,TN,Sivaganga,சிவகங்கை,Thiruppuvanam,2,no,Pottapalayam So,9.6967,78.4562
630702,TN,Sivaganga,சிவகங்கை,Ilayangudi,3,no,Ilayangudi So,9.6200,78.6600
630709,TN,Sivaganga,சிவகங்கை,Ilayangudi,3,no,Pudur Ilayangudi So,9.6700,78.6200
630710,TN,Sivaganga,சிவகங்கை,Ilayangudi,2,yes,Salaigramam So,9.6400,78.7800
630713,TN,Sivaganga,சிவகங்கை,Kalaiyarkoil,3,no,Suranam So,9.7000,78.7500
631001,TN,Ranipet,இராணிப்பேட்டை,Arakonam,2,no,Arakkonam Ho,13.0905,79.6541
631002,TN,Ranipet,இராணிப்பேட்டை,Arakonam,2,no,Palanipet So,13.0337,79.6488
631003,TN,Ranipet,இராணிப்பேட்டை,Arakonam,1,no,Jothinagar So,13.0827,79.6708
631004,TN,Ranipet,இராணிப்பேட்டை,Arakonam,1,no,Ekhunagar So,13.1108,79.6719
631005,TN,Ranipet,இராணிப்பேட்டை,,0,no,Winterpet So,12.9999,79.6185
631006,TN,Ranipet,இராணிப்பேட்டை,,0,no,Ins Rajali So,13.1413,79.7168
631051,TN,Ranipet,இராணிப்பேட்டை,Nemili,2,no,Namali So,12.9681,79.5863
631052,TN,Ranipet,இராணிப்பேட்டை,Nemili,2,no,Panapakkam So,12.9173,79.5830
631101,TN,Ranipet,இராணிப்பேட்டை,Arakonam,2,no,Guruvarajpet So,13.0827,79.6708
631102,TN,Ranipet,இராணிப்பேட்டை,Sholinghur,2,no,Sholingur So,13.1190,79.4786
631151,TN,Ranipet,இராணிப்பேட்டை,Arakonam,1,no,Takkolam So,13.0827,79.6708
631152,TN,Ranipet,இராணிப்பேட்டை,,0,no,Suraksha Cisf Campus So,12.9810,77.6830
631201,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Arungolam S.O,12.8270,79.6873
631202,TN,Thiruvallur,திருவள்ளூர்,Pallipattu,2,no,Athimanjeripeta S.O,13.1733,79.6168
631203,TN,Thiruvallur,திருவள்ளூர்,Thiruvallur,1,no,Kadambathur S.O,13.0815,79.8717
631204,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,2,no,Kanakammachatram S.O,13.1435,79.8932
631205,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Kg Kandigai S.O,13.1067,79.9104
631206,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,2,no,Madduru S.O,13.2286,79.5097
631207,TN,Thiruvallur,திருவள்ளூர்,Pallipattu,1,no,Pallipat S.O,13.3389,79.4428
631208,TN,Thiruvallur,திருவள்ளூர்,Pallipattu,1,no,Podaturpeta S.O,13.1381,79.8231
631209,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Tiruttani S.O,13.1733,79.6168
631210,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,2,no,Tiruvelangadu S.O,13.0964,80.1483
631211,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Saraswathinagar S.O,13.1733,79.6168
631212,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Poonimangadu S.O,13.1733,79.6168
631213,TN,Thiruvallur,திருவள்ளூர்,Tiruttani,1,no,Ponpadi Rs S.O,13.1733,79.6168
631301,TN,Thiruvallur,திருவள்ளூர்,R K Pet,1,no,Ammavarikuppam S.O,13.1337,79.3551
631302,TN,Thiruvallur,திருவள்ளூர்,R K Pet,2,no,Erumbi S.O,13.1161,79.8716
631303,TN,Thiruvallur,திருவள்ளூர்,R K Pet,1,no,Ramakrishnarajupeta S.O,12.9999,79.6185
631304,TN,Thiruvallur,திருவள்ளூர்,R K Pet,1,no,Vanganur S.O,13.1733,79.6168
631402,TN,Thiruvallur,திருவள்ளூர்,Thiruvallur,1,no,Perambakkam S.O,13.0249,79.8263
631501,TN,Kanchipuram,காஞ்சிபுரம்,Kancheepuram,1,yes,Kanchipuram H.O,12.8428,79.7713
631502,TN,Kancheepuram,காஞ்சிபுரம்,Kancheepuram,2,yes,Big Kanchipuram S.O,12.8016,79.7116
631551,TN,Kancheepuram,காஞ்சிபுரம்,Kancheepuram,1,yes,Balchettychatram S.O,12.8342,79.7036
631552,TN,Kancheepuram,காஞ்சிபுரம்,Kancheepuram,1,yes,Karaipettai S.O,12.8342,79.7036
631553,TN,Kancheepuram,காஞ்சிபுரம்,Sriperumbudur,2,yes,Edayarpakkam S.O,12.9675,79.9418
631561,TN,Kancheepuram,காஞ்சிபுரம்,Kancheepuram,3,yes,Enathur S.O,12.8342,79.7036
631601,TN,Kancheepuram,காஞ்சிபுரம்,Walajabad,2,yes,Ayyampettai S.O,12.8342,79.7036
631603,TN,Kancheepuram,காஞ்சிபுரம்,Uthiramerur,2,yes,Magaral S.O,12.8342,79.7036
631604,TN,Kancheepuram,காஞ்சிபுரம்,Walajabad,2,yes,Thenneri S.O,12.8522,79.8747
631605,TN,Kancheepuram,காஞ்சிபுரம்,Walajabad,1,yes,Walajabad S.O,12.8342,79.7036
631606,TN,Kancheepuram,காஞ்சிபுரம்,Uthiramerur,2,yes,Palayaseevaram S.O,12.5102,79.8849
631701,TN,Tiruvannamalai,திருவண்ணாமலை,Cheyyar,2,no,Akkur So Tiruvannamalai,12.9623,80.1986
631702,TN,Tiruvannamalai,திருவண்ணாமலை,Vembakkam,2,no,Mamandur Kanchipuram So,12.7752,79.6805
632001,TN,Vellore,வேலூர்,Vellore,1,no,Vellore H.O,12.9111,79.1338
632002,TN,Vellore,வேலூர்,Vellore,2,no,Thorapadi S.O,12.8924,79.1256
632004,TN,Vellore,வேலூர்,Vellore,1,no,Bakiyath S.O,12.9134,79.7634
632006,TN,Vellore,வேலூர்,Katpadi,1,no,Gandhinagar West S.O,12.9521,79.1340
632007,TN,Vellore,வேலூர்,Katpadi,3,no,Katpadi North S.O,13.0053,79.1640
632008,TN,Vellore,வேலூர்,Vellore,1,no,Shenbakkam S.O,12.9297,79.7628
632009,TN,Vellore,வேலூர்,Vellore,1,no,Vellore Collectorate S.O,12.9201,79.1281
632010,TN,Vellore,வேலூர்,Vellore,1,no,Abdullapuram S.O,12.9235,79.0964
632011,TN,Vellore,வேலூர்,Vellore,1,no,T.B. Sanatorium S.O,12.8124,79.1297
632012,TN,Vellore,வேலூர்,Vellore,1,no,Saidapet S.O (Vellore),12.9156,79.1320
632013,TN,Vellore,வேலூர்,Vellore,1,no,Konavattam S.O,12.9496,79.7663
632014,TN,Vellore,வேலூர்,Katpadi,1,no,Vellore Institute Of Technology S.O,12.9697,79.1545
632055,TN,Vellore,வேலூர்,Vellore,2,no,Ariyur S.O (Vellore),12.8682,79.0882
632057,TN,Vellore,வேலூர்,Vellore,1,no,Munjurpattu S.O,13.3771,79.2963
632058,TN,Vellore,வேலூர்,Vellore,1,no,Pennathur S.O,12.8480,79.0947
632059,TN,Vellore,வேலூர்,Katpadi,1,no,Tamilnadu Industrial Explosives Ltd,13.0076,79.1286
