pincode,state,district,district_tamil,taluk,taluk_count,district_ambiguous,post_office,lat,lon
626103,TN,Virudhunagar,விருதுநகர்,Sivakasi,2,no,Erichanatham So,9.6000,77.7700
626104,TN,Virudhunagar,விருதுநகர்,Kariapatti,1,no,Kalkurichi So,9.6300,78.1000
626105,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Kallurani So,9.5100,78.1300
626106,TN,Virudhunagar,விருதுநகர்,Kariapatti,1,no,Kariapatti So,9.7100,78.1500
626107,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,2,no,Kovilangulam So,9.5600,78.1465
626108,TN,Virudhunagar,விருதுநகர்,,0,no,Kumarasamy Raja Nagar So,9.4400,77.5700
626109,TN,Virudhunagar,விருதுநகர்,Kariapatti,2,no,Mallanginar So,9.5977,78.0542
626110,TN,Virudhunagar,விருதுநகர்,Srivilliputhur,2,no,Mohamed Sahibpuram So,9.4800,77.5700
626111,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Muhavur So,9.3500,77.5000
626112,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Palayampatti So,9.4900,78.0700
626113,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Pandalgudi So,9.4700,78.0400
626114,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Paralachi So,9.3100,78.3000
626115,TN,Virudhunagar,விருதுநகர்,Kariapatti,1,no,Sethu Institute Of Technology So,9.7400,78.0900
626116,TN,Virudhunagar,விருதுநகர்,Watrap,1,no,W Pudupatti So,9.6161,77.6366
626117,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Rajapalayam Ho,9.4476,77.5559
626118,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Mreddiapatti So,9.4000,78.2300
626119,TN,Virudhunagar,விருதுநகர்,Virudhunagar,1,no,Sankaralingapuram So,9.5086,77.8983
626121,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Seithur So,9.3500,77.4600
626122,TN,Virudhunagar,விருதுநகர்,Rajapalayam,2,yes,Settiyarpatti So,9.3883,77.4951
626123,TN,Virudhunagar,விருதுநகர்,Sivakasi,1,no,Sivakasi Ho,9.4533,77.7941
626124,TN,Virudhunagar,விருதுநகர்,Sivakasi,1,no,Sivakasi West So,9.4600,77.7800
626125,TN,Virudhunagar,விருதுநகர்,Srivilliputhur,2,no,Srivilliputhur North So,9.4800,77.6300
626126,TN,Virudhunagar,விருதுநகர்,Watrap,1,no,Sundarapandiam So,9.5700,77.6800
626127,TN,Virudhunagar,விருதுநகர்,Vembakottai,1,no,Tamilnadu Cements Alangulam So,9.2900,77.6600
626128,TN,Virudhunagar,விருதுநகர்,Sivakasi,1,no,Thayilpatti So,9.3500,77.8300
626129,TN,Virudhunagar,விருதுநகர்,Tiruchuli,2,no,Tiruchuli So,9.5100,78.1800
626130,TN,Virudhunagar,விருதுநகர்,Sivakasi,1,no,Tiruthangal So,9.4800,77.8100
626131,TN,Virudhunagar,விருதுநகர்,Vembakottai,1,no,Vembakottai So,9.3600,77.7100
626132,TN,Virudhunagar,விருதுநகர்,Watrap,1,no,Watrap So,9.6500,77.6300
626133,TN,Virudhunagar,விருதுநகர்,Watrap,1,no,Kummapatti So,9.6300,77.5300
626134,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,2,no,Chettikurichi So,9.4200,78.0400
626135,TN,Virudhunagar,விருதுநகர்,,0,no,Srivilliputhur Court Complex So,9.5028,77.6494
626136,TN,Virudhunagar,விருதுநகர்,Vembakottai,2,no,Kilarajakularaman So,9.3600,77.6100
626137,TN,Virudhunagar,விருதுநகர்,Srivilliputhur,1,no,Pillayarkulam So,9.4200,77.6700
626138,TN,Virudhunagar,விருதுநகர்,Srivilliputhur,3,no,Kunnur So,9.6000,77.7400
626139,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Cholapuram South So,9.3650,77.5743
626140,TN,Virudhunagar,விருதுநகர்,Vembakottai,1,yes,Sevalpatti So,9.3108,77.7275
626141,TN,Virudhunagar,விருதுநகர்,Srivilliputhur,1,no,Malli So,9.5000,77.7200
626142,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Sundaranachiarpuram So,9.4200,77.4800
626149,TN,Virudhunagar,விருதுநகர்,Watrap,2,no,Maharajapuram So,9.6400,77.6900
626161,TN,Virudhunagar,விருதுநகர்,Aruppukkottai,1,no,Athipatti So,9.4943,78.1268
626188,TN,Virudhunagar,விருதுநகர்,Rajapalayam,1,no,Dhalavaipuram So,9.3942,77.4963
626189,TN,Virudhunagar,விருதுநகர்,Sivakasi,1,no,Sivakasi East So,9.4200,77.8300
626201,TN,Virudhunagar,விருதுநகர்,Sattur,1,no,Elayirampannai So,9.2800,77.8300
626202,TN,Virudhunagar,விருதுநகர்,Sattur,3,yes,Nenmeni So,9.3800,77.9800
626203,TN,Virudhunagar,விருதுநகர்,Sattur,1,no,Sattur West So,9.4000,77.8900
626204,TN,Virudhunagar,விருதுநகர்,Virudhunagar,2,no,Ramasamy Raja Nagar So,9.4200,77.9700
626205,TN,Virudhunagar,விருதுநகர்,Sattur,1,yes,Uppathur So,9.2500,77.9800
626607,TN,Virudhunagar,விருதுநகர்,Tiruchuli,1,no,Narikudi So,9.6900,78.2800
626612,TN,Virudhunagar,விருதுநகர்,Tiruchuli,1,no,Viracholan So,9.6300,78.3600
627001,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,1,no,Tirunelveli Ho,8.7294,77.6872
627002,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Palayankottai Ho,8.7311,77.7539
627003,TN,Tirunelveli,திருநெல்வேலி,,0,no,Vannarpettai So,8.7314,77.7182
627004,TN,Tirunelveli,திருநெல்வேலி,,0,no,Tirunelveli Pettai So,8.7235,77.6617
627005,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Melapalayam Bazaartirunelveli So,8.7018,77.7018
627006,TN,Tirunelveli,திருநெல்வேலி,,0,no,Tirunelveli Terku So,8.9359,77.3073
627007,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Perumalpuram So,8.7067,77.7373
627008,TN,Tirunelveli,திருநெல்வேலி,,0,no,Gandhinagar So Tirunelveli,8.7364,77.6717
627009,TN,Tirunelveli,திருநெல்வேலி,,0,no,Tirunelveli Collectorate So,8.7256,77.7134
627010,TN,Tirunelveli,திருநெல்வேலி,,0,no,Industrial Colony Pettai So,8.7561,77.6028
627011,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,K T C Nagar So,8.6904,77.8049
627012,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,1,no,Manonmaniam Sundaranar Univers So,8.7586,77.6489
627101,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Dalapathisamudram So,8.4066,77.6299
627102,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Dohnavur So,8.4750,77.5978
627103,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Eruvadi So,8.4686,77.6082
627104,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Idindakarai So,8.3046,77.9305
627105,TN,Tirunelveli,திருநெல்வேலி,,0,no,Kavalkinaru So,8.2759,77.5786
627106,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Kudankulam So,8.1808,77.6611
627107,TN,Tirunelveli,திருநெல்வேலி,,0,no,Mavadi So,8.4990,77.5552
627108,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Nanguneri So,8.4489,77.6726
627109,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Panagudi So,8.3529,77.5909
627110,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Parappadi So,8.4275,77.7312
627111,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Radhapuram So,8.2656,77.6840
627112,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,2,no,Samugarengapuram So,8.3357,77.6981
627113,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Terkukallikulam So,8.3253,77.6615
627114,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Terkukarungulam So,8.2113,77.6005
627115,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Tirukurungudi So,8.4382,77.5688
627116,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Vadakangulam So,8.2304,77.6091
627117,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Vallioor So,8.3860,77.6409
627118,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Vijayanarayanam So,8.4486,77.8351
627119,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Vijayanarayanam Naval Base So,8.4035,77.7501
627120,TN,Tirunelveli,திருநெல்வேலி,Radhapuram,1,no,Anuvijay Township So,8.1643,77.6290
627127,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Kuttapuli So,8.1543,77.5902
627133,TN,Tirunelveli,திருநெல்வேலி,,0,no,Mahendragiri So,8.2848,77.5995
627151,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Maruthakulam So,8.6035,77.7364
627152,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,2,no,Mundradaippu So,8.6237,77.6639
627201,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,2,no,Manur So,8.8948,77.6066
627202,TN,Tirunelveli,திருநெல்வேலி,Manur,3,yes,Ukkirankottai So,8.9080,77.6267
627351,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Burkitmanagaram So,8.7721,77.7926
627352,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,4,yes,Gangaikondan So,8.8568,77.8216
627353,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Kizhanatham So,8.7782,77.7658
627354,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Mulaikaraipatti So,8.5449,77.7684
627355,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,2,no,Munanjipatti So,8.5004,77.7640
627356,TN,Tirunelveli,திருநெல்வேலி,Palayamkottai,1,no,Munnirpallam So,8.6561,77.6597
627357,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,2,no,Sankarnagar So,8.7645,77.7175
627358,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,2,no,Tachanallur So,8.7568,77.7103
627359,TN,Tirunelveli,திருநெல்வேலி,Tirunelveli,1,no,Rajavallipuram So,8.7988,77.7692
627401,TN,Tirunelveli,திருநெல்வேலி,Ambasamudram,1,no,Ambasamudram Ho,8.7040,77.4597
627412,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Alwarkurichi So,8.7840,77.3897
627413,TN,Tirunelveli,திருநெல்வேலி,Ambasamudram,2,yes,Brahmadesam So Tirunelveli,8.7335,77.4851
627414,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,1,no,Cheranmahadevi So,8.6106,77.5859
627415,TN,Tenkasi,தென்காசி,Tenkasi,2,no,Kadayam So,8.8458,77.3607
627416,TN,Tirunelveli,திருநெல்வேலி,Ambasamudram,1,no,Kallidaikurichi So,8.7015,77.3955
627417,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,1,no,Karaikurichi So Tirunelveli,8.6803,77.5519
627418,TN,Tenkasi,தென்காசி,Tenkasi,2,yes,Kila Ambur So,8.8408,77.4060
627420,TN,Tirunelveli,திருநெல்வேலி,,0,no,Manjolai So,8.5694,77.4075
627421,TN,Tirunelveli,திருநெல்வேலி,Ambasamudram,1,no,Manimuthar Project So,8.6493,77.4301
627422,TN,Tirunelveli,திருநெல்வேலி,,0,no,Papanasam Mills So,8.7126,77.3836
627423,TN,Tenkasi,தென்காசி,Alangulam,2,no,Pottalpudur So,8.7940,77.4188
627424,TN,Tenkasi,தென்காசி,Tenkasi,2,no,Ravanasamudram So,8.8024,77.3786
627425,TN,Tirunelveli,திருநெல்வேலி,Ambasamudram,1,no,Vickramasingapuram So,8.6606,77.3144
627426,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,2,no,Viravanallur So,8.7292,77.4994
627427,TN,Tirunelveli,திருநெல்வேலி,,0,no,Nalumukku So,8.5530,77.3616
627428,TN,Tirunelveli,திருநெல்வேலி,,0,no,Agasthiyarpatti So,8.5727,77.7536
627451,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,1,no,Gopalasamudram So,8.6743,77.6391
627452,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,1,no,Melaseval So,8.6714,77.6158
627453,TN,Tirunelveli,திருநெல்வேலி,,0,no,Pattamadai So,8.6877,77.5946
627501,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Kalakad So,8.5189,77.5587
627502,TN,Tirunelveli,திருநெல்வேலி,Nanguneri,1,no,Padmaneri So,8.5572,77.5656
627601,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,1,no,Mukkudal So,8.7512,77.5339
627602,TN,Tirunelveli,திருநெல்வேலி,Cheranmahadevi,3,yes,Pappagudi So,8.7482,77.4855
627603,TN,Tirunelveli,திருநெல்வேலி,,0,no,Vadakku Ariyanayagipuram Petta So,8.7194,77.5455
627604,TN,Tirunelveli,திருநெல்வேலி,,0,no,Suttamally So,8.5997,77.5329
627651,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Idayangudi So,8.3008,77.9271
627652,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Ittamozhi So,8.3771,77.8428
627654,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Pettaikulam So,8.3123,77.8286
627657,TN,Tirunelveli,திருநெல்வேலி,Tisayanvilai,1,no,Tisayanvillai So,8.2922,77.8399
627713,TN,Tenkasi,தென்காசி,Sankarankoil,4,yes,Ilayarasanendal S.O,9.2305,77.7454
627719,TN,Tenkasi,தென்காசி,Tiruvengadam,1,no,Tiruvengadam S.O,8.8981,77.3538
627751,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Kadayanallur S.O,9.1118,77.3415
627753,TN,Tenkasi,தென்காசி,Sankarankoil,2,no,Karivalamvandanallur S.O,9.3083,77.5446
627754,TN,Tenkasi,தென்காசி,Tiruvengadam,2,no,Kuruvikulam S.O,9.2080,77.5727
627755,TN,Tenkasi,தென்காசி,Kadayanallur,3,no,Mullikulam S.O,9.1912,77.4128
627756,TN,Tenkasi,தென்காசி,Sankarankoil,1,no,Sankarankovil H.O,9.1634,77.5064
627757,TN,Tenkasi,தென்காசி,Sivagiri,1,no,Sivagiri S.O (Tirunelveli),9.3158,77.4988
627758,TN,Tenkasi,தென்காசி,Sivagiri,1,no,Vasudevanallur S.O,9.2306,77.3982
627759,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Krishnapuram (Tvl) S.O,9.0786,77.3196
627760,TN,Tenkasi,தென்காசி,Sivagiri,1,no,Athuvazhi S.O,9.2447,77.4061
627761,TN,Tenkasi,தென்காசி,Sankarankoil,1,no,Panaiyur S.O,9.2147,77.4643
627764,TN,Tenkasi,தென்காசி,Sivagiri,1,no,Rayagiri S.O,9.2812,77.4590
627802,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Courtallam S.O,8.9174,77.2407
627803,TN,Tenkasi,தென்காசி,Shenkottai,3,no,Elathur S.O (Tirunelveli),9.0241,77.2775
627804,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Idaikal(Tks) S.O,9.0201,77.3036
627805,TN,Tenkasi,தென்காசி,Shenkottai,2,no,Ilanji S.O,8.9660,77.2587
627806,TN,Tenkasi,தென்காசி,Alangulam,3,no,Kilapavur S.O,8.9335,77.3641
627807,TN,Tenkasi,தென்காசி,Shenkottai,1,no,Panpuli S.O,9.0170,77.2375
627808,TN,Tenkasi,தென்காசி,Tenkasi,2,no,Pavoorchatram S.O,8.8428,77.2630
627809,TN,Tenkasi,தென்காசி,Shenkottai,1,no,Sengottai Rs S.O,8.9811,77.2334
627811,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Tenkasi H.O,8.9425,77.2796
627812,TN,Tenkasi,தென்காசி,Shenkottai,1,no,Vadakarai S.O (Tirunelveli),9.0268,77.2450
627813,TN,Tenkasi,தென்காசி,Shenkottai,1,no,Puliyarai S.O,8.9701,77.1884
627814,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Kizhapuliyur S.O,8.9070,77.3196
627818,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Melagaram S.O,8.9428,77.2839
627851,TN,Tenkasi,தென்காசி,Alangulam,1,yes,Alangulam S.O,8.8396,77.4625
627852,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Ayikudi S.O,8.9878,77.3115
627853,TN,Tenkasi,தென்காசி,Alangulam,1,no,Nallur S.O (Tirunelveli),8.8591,77.5054
627854,TN,Tenkasi,தென்காசி,Alangulam,2,no,Nettur S.O (Tirunelveli),8.8574,77.4741
627855,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Puliyangudi S.O,9.1732,77.3805
627856,TN,Tenkasi,தென்காசி,Kadayanallur,1,no,Sambavarvadakarai S.O,9.0190,77.3672
627857,TN,Tenkasi,தென்காசி,Kadayanallur,2,no,Serndamangalam S.O,9.0462,77.4694
627858,TN,Tenkasi,தென்காசி,Tenkasi,1,no,Sundarapandiapuram,8.9619,77.3615
627859,TN,Tenkasi,தென்காசி,Veerakeralamputhur,1,no,Surandai S.O,8.9941,77.4286
627860,TN,Tenkasi,தென்காசி,Veerakeralamputhur,1,no,Uthumalai S.O,8.9530,77.4626
627861,TN,Tenkasi,தென்காசி,Veerakeralamputhur,2,no,Virakeralampudur S.O,8.9234,77.4710
627862,TN,Tenkasi,தென்காசி,Sankarankoil,2,no,Veerasigamani S.O,9.0651,77.4341
627951,TN,Tirunelveli,திருநெல்வேலி,Manur,2,yes,Devarkulam S.O,8.9343,77.5931
627953,TN,Tenkasi,தென்காசி,Sankarankoil,4,yes,Melanilidanallur S.O,9.0395,77.5574
628001,TN,Tuticorin,தூத்துக்குடி,Thoothukkudi,1,yes,Tuticorin H.O,8.8039,78.1561
628002,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,2,yes,Melur Tuticorin S.O,8.8193,78.0909
628003,TN,Tuticorin,தூத்துக்குடி,,0,no,Tuticorin Courts S.O,8.7257,78.2026
628004,TN,Tuticorin,தூத்துக்குடி,,0,no,Tt. Thermal Power Plant S.O,8.7635,78.1734
628005,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,1,yes,Muthiahpuram S.O,8.7438,78.1248
628006,TN,Tuticorin,தூத்துக்குடி,,0,no,Thermal Nagagr S.O,8.5701,78.2435
628007,TN,Tuticorin,தூத்துக்குடி,,0,no,Heavy Water Project Colony S.O,8.7353,78.1225
628008,TN,Tuticorin,தூத்துக்குடி,,0,no,Chidambaranagar S.O,8.8032,78.0966
628101,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,1,yes,Korampollam S.O,8.7700,78.0738
628102,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,1,yes,Mudittanendal S.O,8.7367,77.7524
628103,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,1,yes,Pudukottai S.O,8.7225,78.0666
628104,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Sekkarakudi S.O,8.9947,77.8957
628105,TN,Thoothukkudi,தூத்துக்குடி,Ottapidaram,1,yes,Taruvaikulam S.O,8.9372,78.1572
628151,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,2,yes,Autoor S.O,8.3206,77.9341
628152,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Pazhaiyalkayal S.O,8.6905,78.0909
628155,TN,Tuticorin,தூத்துக்குடி,,0,no,Punnakayal So,8.6336,78.1172
628201,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Ammanpuram S.O,8.5768,78.0736
628202,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Arumuganeri S.O,8.5793,78.0920
628203,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Udangudi Christianagaram S.O,8.4287,78.0266
628204,TN,Thoothukkudi,தூத்துக்குடி,Tiruchendur,1,yes,Kayalpatnam S.O,8.5671,78.1229
628205,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Kayamozhi S.O,8.4923,78.0823
628206,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Kulasekarapatnam S.O,8.5141,78.0466
628207,TN,Tuticorin,தூத்துக்குடி,Eral,2,yes,Kurumbur S.O,8.4956,78.1192
628208,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Manaduthandapathu S.O,8.4573,78.0484
628209,TN,Thoothukkudi,தூத்துக்குடி,Tiruchendur,1,yes,Manapad S.O,8.3779,78.0567
628210,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Megnanapuram S.O,8.4468,78.0096
628211,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Nalumavadi S.O,8.5778,78.0320
628212,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Panickanadarkudiyiruppu S.O,8.5786,78.0353
628213,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Paramankurichi S.O,8.4921,78.0324
628215,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Tiruchendur H.O,8.4886,78.1213
628216,TN,Thoothukkudi,தூத்துக்குடி,Tiruchendur,1,yes,Virapandianpatanam S.O,8.4959,78.1218
628217,TN,Tuticorin,தூத்துக்குடி,,0,no,Adaikalapuram S.O,8.7257,78.2026
628218,TN,Tuticorin,தூத்துக்குடி,Tiruchendur,1,yes,Mannanvilai S.O,8.5276,78.0583
628219,TN,Tuticorin,தூத்துக்குடி,,0,no,Vellalanvilai S.O,8.4750,78.0659
628229,TN,Thoothukkudi,தூத்துக்குடி,Tiruchendur,1,yes,Sahupuram S.O,8.5919,78.0875
628251,TN,Tuticorin,தூத்துக்குடி,Eral,2,yes,Sawyerpuram S.O,8.7063,78.0252
628252,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Vallanad S.O,8.7110,77.8228
628301,TN,Tuticorin,தூத்துக்குடி,Ottapidaram,2,yes,Kailasapuram S.O (Tuticorin),8.9059,78.0217
628302,TN,Thoothukkudi,தூத்துக்குடி,Ottapidaram,1,yes,Ottanatham S.O,8.9003,77.9389
628303,TN,Tuticorin,தூத்துக்குடி,Ottapidaram,2,yes,Naraikinar S.O,8.7315,78.1480
628304,TN,Thoothukkudi,தூத்துக்குடி,Thoothukkudi,1,yes,Tattaparai S.O,8.8145,78.0252
628401,TN,Thoothukkudi,தூத்துக்குடி,Ottapidaram,1,yes,Otapidaram S.O,8.9003,77.9803
628402,TN,Thoothukkudi,தூத்துக்குடி,Ottapidaram,1,yes,Pudiyamputhur S.O,8.9059,78.0217
628501,TN,Tuticorin,தூத்துக்குடி,,0,no,Kovilpatti H.O,9.1717,77.5569
628502,TN,Thoothukkudi,தூத்துக்குடி,Kovilpatti,4,yes,Lakshmipuram S.O (Tuticorin),9.1748,77.8575
628503,TN,Tuticorin,தூத்துக்குடி,Kovilpatti,1,yes,K.Ramasamynagar S.O,9.1486,77.8073
628552,TN,Tenkasi,தென்காசி,Kayathar,4,yes,Kalugumalai S.O,9.0946,77.6686
628601,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Srivaikuntam H.O,8.6312,77.9111
628612,TN,Thoothukkudi,தூத்துக்குடி,Eral,1,yes,Alwartirunagari S.O,8.6152,77.9403
628613,TN,Tuticorin,தூத்துக்குடி,Sathankulam,1,yes,Asirvathapuram S.O,8.5694,77.8393
628614,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Campbellabad S.O,8.6037,77.9694
628615,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Karungulam S.O,8.6445,77.8553
628616,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Mukuperi S.O,8.5719,77.9751
628617,TN,Thoothukkudi,தூத்துக்குடி,Eral,2,yes,Nazareth S.O,8.5527,77.9453
628618,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Neivilai S.O,8.5746,78.0405
628619,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Padmanabamangalam S.O,8.6619,77.8582
628620,TN,Tuticorin,தூத்துக்குடி,Srivaikuntam,1,yes,Patemanagaram S.O,8.6509,77.9587
628621,TN,Tuticorin,தூத்துக்குடி,Srivaikuntam,1,yes,Puthukudi S.O,8.6320,77.8795
628622,TN,Tuticorin,தூத்துக்குடி,Srivaikuntam,1,yes,Thathankulam S.O,8.5772,77.8216
628623,TN,Thoothukkudi,தூத்துக்குடி,Eral,1,yes,Thenthiruperai S.O,8.6037,77.9855
628653,TN,Tuticorin,தூத்துக்குடி,Sathankulam,2,yes,Kommadikottai S.O,8.3737,77.9232
628656,TN,Tuticorin,தூத்துக்குடி,Sathankulam,1,yes,Puthantharuvai S.O,8.3375,77.9334
628701,TN,Tuticorin,தூத்துக்குடி,Sathankulam,1,yes,Anandapuram S.O (Tuticorin),9.0094,77.7027
628702,TN,Tuticorin,தூத்துக்குடி,Sathankulam,1,yes,Mudalur S.O,8.4088,77.9732
628703,TN,Tuticorin,தூத்துக்குடி,Sathankulam,1,yes,Padukkapathu S.O,8.3369,77.9724
628704,TN,Thoothukkudi,தூத்துக்குடி,Sathankulam,2,yes,Satankulam S.O,8.2686,77.2852
628712,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,3,yes,Eppodumvendran S.O,9.0869,78.0789
628714,TN,Thoothukkudi,தூத்துக்குடி,Kayathar,2,yes,Kadambur S.O (Tuticorin),8.9318,77.8343
628716,TN,Thoothukkudi,தூத்துக்குடி,Kovilpatti,2,yes,Nalattinputhur S.O,9.0370,77.7846
628718,TN,Thoothukkudi,தூத்துக்குடி,Kayathar,2,yes,Pasuvanthanai S.O,8.9497,77.9246
628720,TN,Thoothukkudi,தூத்துக்குடி,Kayathar,3,yes,Turaiyur S.O,9.0033,77.8219
628721,TN,Thoothukkudi,தூத்துக்குடி,Kayathar,3,yes,Vanaramutti S.O,9.0735,77.6931
628722,TN,Thoothukkudi,தூத்துக்குடி,Ottapidaram,1,yes,Kurukkuchalai S.O,8.9582,78.1252
628751,TN,Tuticorin,தூத்துக்குடி,,0,no,Pannaivilai S.O,8.6562,77.9974
628752,TN,Thoothukkudi,தூத்துக்குடி,Eral,1,yes,Perungulam S.O (Tuticorin),8.7257,78.2026
628753,TN,Thoothukkudi,தூத்துக்குடி,Eral,2,yes,Sivagalai S.O,8.6379,77.9736
628801,TN,Tuticorin,தூத்துக்குடி,Eral,1,yes,Eral S.O,8.6285,78.0395
628802,TN,Thoothukkudi,தூத்துக்குடி,Eral,1,yes,Siruthondanallur S.O,8.6563,78.0611
628809,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,1,yes,Seydunganallur S.O,8.6854,77.8295
628851,TN,Thoothukkudi,தூத்துக்குடி,Srivaikuntam,2,yes,Ellanaickenpatti S.O,8.7896,77.8839
628901,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,1,yes,Ariyanayagipuram S.O,9.0876,78.2591
628902,TN,Thoothukkudi,தூத்துக்குடி,Ettayapuram,2,yes,Ettaiyapuram S.O,9.1297,78.0096
628903,TN,Thoothukkudi,தூத்துக்குடி,Vilathikulam,2,yes,Kulathur (Tvl) S.O,8.9942,78.2415
